rp;tn;begin;end
70;606336;31.12.1997;31.12.9999
70;606336;01.01.2017;31.12.9999
70;606337;01.01.2017;31.12.9999
70;606338;28.11.2008;31.12.9999
70;606338;19.12.2013;31.12.9999
70;606338;17.06.2014;31.12.9999
70;606338;01.04.2019;31.12.9999
70;606339;27.12.2017;31.12.9999
70;606341;10.10.2008;31.12.9999
70;606341;01.01.2010;31.12.9999
70;606341;01.01.2015;31.12.9999
70;606341;01.01.2017;31.12.9999
70;606341;01.04.2019;31.12.9999
70;606342;01.01.2017;31.12.9999
70;606342;10.07.2017;31.12.9999
70;606344;01.01.2018;31.12.9999
70;606345;01.01.2017;31.12.9999
70;606345;16.01.2018;31.12.9999
70;606345;10.06.2019;31.12.9999
70;606346;10.09.2014;31.12.9999
70;606346;24.08.2019;31.12.9999
70;606347;17.04.2014;31.12.9999
70;606347;01.01.2017;31.12.9999
70;606349;24.08.2020;31.12.9999
70;606350;26.08.2015;31.12.9999
70;606350;01.04.2019;31.12.9999
70;606353;01.11.2013;31.12.9999
70;606353;01.04.2019;31.12.9999
70;606354;27.10.2008;31.12.9999
70;606354;12.01.2010;31.12.9999
70;606357;01.02.2014;31.12.9999
70;606359;28.12.2013;31.12.9999
70;606359;03.03.2015;31.12.9999
70;606359;01.12.2016;31.12.9999
70;606359;01.01.2020;31.12.9999
70;606360;14.02.2014;31.12.9999
70;606360;01.04.2014;31.12.9999
70;606360;01.01.2019;31.12.9999
70;606360;01.02.2019;31.12.9999
70;606361;01.02.2014;31.12.9999
70;606361;01.01.2016;31.12.9999
70;606361;20.11.2017;31.12.9999
70;606361;20.05.2018;31.12.9999
70;606361;10.12.2019;31.12.9999
70;606362;01.02.2014;31.12.9999
70;606362;31.05.2016;31.12.9999
70;606362;01.03.2017;31.12.9999
70;606363;11.06.2013;31.12.9999
70;606363;03.06.2015;31.12.9999
70;606365;01.01.2014;31.12.9999
70;606365;01.01.2016;31.12.9999
70;606365;02.01.2016;31.12.9999
70;606365;06.03.2016;31.12.9999
70;606365;19.12.2016;31.12.9999
70;606365;01.01.2017;31.12.9999
70;606365;02.11.2017;31.12.9999
70;606365;01.02.2018;31.12.9999
70;606366;01.01.2018;31.12.9999
70;606367;27.09.2010;31.12.9999
70;606367;01.01.2015;31.12.9999
70;606368;15.03.2011;31.12.9999
70;606368;13.02.2014;31.12.9999
70;606368;01.01.2017;31.12.9999
70;606369;20.10.2008;31.12.9999
70;606371;10.10.2008;31.12.9999
70;606371;21.03.2013;31.12.9999
70;606371;01.01.2015;31.12.9999
70;606372;01.09.2015;31.12.9999
70;606372;01.04.2019;31.12.9999
70;606373;03.04.2015;31.12.9999
70;606373;01.05.2019;31.12.9999
70;606374;08.07.2013;31.12.9999
70;606374;12.09.2013;31.12.9999
70;606374;01.08.2014;31.12.9999
70;606374;03.03.2015;31.12.9999
70;606374;01.09.2015;31.12.9999
70;606375;15.04.2009;31.12.9999
70;606375;01.01.2013;31.12.9999
70;606375;01.08.2016;31.12.9999
70;606376;11.05.2007;31.12.9999
70;606376;11.02.2013;31.12.9999
70;606376;01.09.2015;31.12.9999
70;606376;01.04.2019;31.12.9999
70;606377;24.09.2014;31.12.9999
70;606377;01.11.2016;31.12.9999
70;606378;22.08.2011;31.12.9999
70;606378;01.06.2013;31.12.9999
70;606378;01.06.2019;31.12.9999
70;606379;02.02.2011;31.12.9999
70;606379;14.02.2013;31.12.9999
70;606379;01.01.2014;31.12.9999
70;606379;01.05.2019;31.12.9999
70;606380;12.03.2015;31.12.9999
70;606380;01.02.2016;31.12.9999
70;606380;01.07.2016;31.12.9999
70;606381;10.10.2008;31.12.9999
70;606381;01.01.2013;31.12.9999
70;606381;01.05.2016;31.12.9999
70;606382;10.10.2008;31.12.9999
70;606382;14.02.2013;31.12.9999
70;606382;01.01.2014;31.12.9999
70;606382;01.05.2015;31.12.9999
70;606382;01.05.2019;31.12.9999
70;606383;01.09.2015;31.12.9999
70;606383;05.12.2016;31.12.9999
70;606383;01.04.2019;31.12.9999
70;606384;01.10.2012;31.12.9999
70;606384;01.06.2013;31.12.9999
70;606384;01.01.2014;31.12.9999
70;606384;01.01.2016;31.12.9999
70;606386;19.09.2014;31.12.9999
70;606386;17.02.2015;31.12.9999
70;606386;01.04.2019;31.12.9999
70;606389;01.02.2014;31.12.9999
70;606389;01.05.2016;31.12.9999
70;606390;01.02.2014;31.12.9999
70;606390;01.04.2014;31.12.9999
70;606390;01.05.2016;31.12.9999
70;606390;17.07.2016;31.12.9999
70;606390;18.07.2016;31.12.9999
70;606391;10.10.2008;31.12.9999
70;606391;01.11.2019;31.12.9999
70;606393;14.01.2014;31.12.9999
70;606394;01.02.2014;31.12.9999
70;606394;01.05.2016;31.12.9999
70;606395;12.09.2016;31.12.9999
70;606395;22.01.2017;31.12.9999
70;606396;18.02.2020;31.12.9999
70;606399;01.02.2014;31.12.9999
70;606403;23.12.2005;31.12.9999
70;606403;17.03.2014;31.12.9999
70;606403;01.09.2015;31.12.9999
70;606404;22.05.2012;31.12.9999
70;606404;11.02.2013;31.12.9999
70;606404;01.02.2014;31.12.9999
70;606404;01.07.2014;31.12.9999
70;606404;18.08.2016;31.12.9999
70;606404;01.02.2017;31.12.9999
70;606405;27.12.2004;31.12.9999
70;606405;22.07.2013;31.12.9999
70;606405;01.01.2018;31.12.9999
70;606406;15.05.2006;31.12.9999
70;606406;01.01.2016;31.12.9999
70;606407;03.02.2012;31.12.9999
70;606407;01.10.2015;31.12.9999
70;606409;08.12.2014;31.12.9999
70;606409;22.06.2017;31.12.9999
70;606409;01.04.2020;31.12.9999
70;606410;01.02.2014;31.12.9999
70;606410;01.05.2016;31.12.9999
70;606411;01.02.2014;31.12.9999
70;606411;01.05.2016;31.12.9999
70;606412;01.02.2014;31.12.9999
70;606412;23.04.2014;31.12.9999
70;606413;01.02.2014;31.12.9999
70;606413;19.07.2016;31.12.9999
70;606413;20.07.2016;31.12.9999
70;606414;01.02.2014;31.12.9999
70;606415;01.02.2014;31.12.9999
70;606415;01.05.2016;31.12.9999
70;606416;01.02.2014;31.12.9999
70;606416;18.07.2016;31.12.9999
70;606416;19.07.2016;31.12.9999
70;606417;01.02.2014;31.12.9999
70;606419;01.02.2014;31.12.9999
70;606419;01.05.2016;31.12.9999
70;606421;18.02.2014;31.12.9999
70;606421;09.11.2020;31.12.9999
70;606422;10.10.2008;31.12.9999
70;606422;14.02.2013;31.12.9999
70;606422;01.05.2019;31.12.9999
70;606423;01.01.2013;31.12.9999
70;606424;18.06.2009;31.12.9999
70;606424;01.01.2013;31.12.9999
70;606425;01.01.2013;31.12.9999
70;606425;01.01.2014;31.12.9999
70;606426;01.01.2013;31.12.9999
70;606427;01.01.2013;31.12.9999
70;606427;01.01.2014;31.12.9999
70;606428;01.01.2013;31.12.9999
70;606428;01.01.2014;31.12.9999
70;606428;01.05.2019;31.12.9999
70;606430;06.06.2013;31.12.9999
70;606432;15.11.2004;31.12.9999
70;606432;01.03.2010;31.12.9999
70;606432;01.01.2017;31.12.9999
70;606433;07.11.2019;31.12.9999
70;606434;01.02.2014;31.12.9999
70;606434;01.06.2014;31.12.9999
70;606434;18.07.2016;31.12.9999
70;606434;19.07.2016;31.12.9999
70;606436;01.02.2014;31.12.9999
70;606437;17.11.2008;31.12.9999
70;606437;01.04.2011;31.12.9999
70;606437;01.12.2013;31.12.9999
70;606438;01.01.2013;31.12.9999
70;606438;01.01.2014;31.12.9999
70;606438;01.04.2015;31.12.9999
70;606438;01.05.2019;31.12.9999
70;606439;01.01.2013;31.12.9999
70;606439;01.01.2014;31.12.9999
70;606440;01.01.2013;31.12.9999
70;606440;01.01.2014;31.12.9999
70;606440;01.09.2015;31.12.9999
70;606441;27.02.2014;31.12.9999
70;606441;01.05.2014;31.12.9999
70;606441;01.05.2015;31.12.9999
70;606442;19.02.2013;31.12.9999
70;606442;11.05.2015;31.12.9999
70;606442;01.01.2019;31.12.9999
70;606444;01.01.2018;31.12.9999
70;606445;05.09.2013;31.12.9999
70;606446;14.12.2013;31.12.9999
70;606446;23.01.2014;31.12.9999
70;606448;15.03.2011;31.12.9999
70;606448;01.09.2013;31.12.9999
70;606451;11.03.2011;31.12.9999
70;606451;01.08.2013;31.12.9999
70;606451;01.04.2018;31.12.9999
70;606452;25.02.2014;31.12.9999
70;606452;05.07.2014;31.12.9999
70;606452;20.12.2015;31.12.9999
70;606452;21.12.2015;31.12.9999
70;606452;14.05.2018;31.12.9999
70;606452;08.10.2018;31.12.9999
70;606452;03.12.2018;31.12.9999
70;606453;01.09.2014;31.12.9999
70;606453;01.04.2018;31.12.9999
70;606454;01.01.2018;31.12.9999
70;606455;06.08.2012;31.12.9999
70;606455;01.01.2017;31.12.9999
70;606455;02.01.2017;31.12.9999
70;606456;19.03.2007;31.12.9999
70;606456;11.06.2013;31.12.9999
70;606457;11.06.2013;31.12.9999
70;606458;01.01.2013;31.12.9999
70;606460;01.01.2012;31.12.9999
70;606460;14.07.2014;31.12.9999
70;606460;01.12.2014;31.12.9999
70;606460;01.01.2017;31.12.9999
70;606461;11.06.2013;31.12.9999
70;606461;17.12.2018;31.12.9999
70;606464;06.02.2015;31.12.9999
70;606464;01.12.2016;31.12.9999
70;606465;27.03.2013;31.12.9999
70;606465;01.01.2017;31.12.9999
70;606465;02.01.2017;31.12.9999
70;606465;01.12.2017;31.12.9999
70;606465;01.05.2019;31.12.9999
70;606466;11.06.2013;31.12.9999
70;606466;01.01.2018;31.12.9999
70;606467;12.02.2018;31.12.9999
70;606468;25.08.2014;31.12.9999
70;606469;08.02.2010;31.12.9999
70;606469;01.01.2014;31.12.9999
70;606469;08.04.2015;31.12.9999
70;606469;01.01.2018;31.12.9999
70;606470;01.03.2010;31.12.9999
70;606470;14.08.2014;31.12.9999
70;606470;01.01.2017;31.12.9999
70;606470;01.04.2017;31.12.9999
70;606470;01.01.2019;31.12.9999
70;606470;01.01.2020;31.12.9999
70;606471;29.10.2013;31.12.9999
70;606471;01.01.2014;31.12.9999
70;606471;01.12.2016;31.12.9999
70;606471;01.05.2019;31.12.9999
70;606472;10.10.2008;31.12.9999
70;606472;01.01.2013;31.12.9999
70;606472;01.02.2014;31.12.9999
70;606473;01.01.2013;31.12.9999
70;606473;01.04.2019;31.12.9999
70;606474;10.10.2008;31.12.9999
70;606474;01.01.2013;31.12.9999
70;606475;10.10.2008;31.12.9999
70;606475;14.02.2013;31.12.9999
70;606475;01.01.2014;31.12.9999
70;606475;01.03.2016;31.12.9999
70;606475;01.05.2019;31.12.9999
70;606477;05.11.2008;31.12.9999
70;606477;01.01.2013;31.12.9999
70;606477;01.01.2014;31.12.9999
70;606478;09.01.2014;31.12.9999
70;606478;20.09.2018;31.12.9999
70;606479;26.12.2012;31.12.9999
70;606479;01.01.2016;31.12.9999
70;606480;10.10.2008;31.12.9999
70;606480;01.01.2013;31.12.9999
70;606480;01.06.2017;31.12.9999
70;606481;01.12.2008;31.12.9999
70;606482;23.04.2009;31.12.9999
70;606482;01.01.2013;31.12.9999
70;606482;01.01.2014;31.12.9999
70;606482;01.01.2019;31.12.9999
70;606483;25.12.2018;31.12.9999
70;606484;26.06.2018;31.12.9999
70;606485;01.04.2016;31.12.9999
70;606486;16.03.2009;31.12.9999
70;606486;01.05.2017;31.12.9999
70;606486;19.07.2019;31.12.9999
70;606487;16.06.2015;31.12.9999
70;606488;20.01.2014;31.12.9999
70;606489;03.06.2011;31.12.9999
70;606489;01.01.2013;31.12.9999
70;606489;01.01.2014;31.12.9999
70;606491;01.01.2018;31.12.9999
70;606492;20.02.2017;31.12.9999
70;606492;01.04.2019;31.12.9999
70;606494;01.04.2013;31.12.9999
70;606495;06.08.2015;31.12.9999
70;606497;12.12.2008;31.12.9999
70;606497;01.01.2013;31.12.9999
70;606497;01.01.2014;31.12.9999
70;606497;01.02.2014;31.12.9999
70;606497;17.12.2018;31.12.9999
70;606498;15.06.2012;31.12.9999
70;606498;03.07.2012;31.12.9999
70;606498;10.10.2012;31.12.9999
70;606498;03.02.2014;31.12.9999
70;606498;13.02.2014;31.12.9999
70;606498;01.01.2018;31.12.9999
70;606498;01.01.2019;31.12.9999
70;606499;29.11.2012;31.12.9999
70;606500;01.01.2013;31.12.9999
70;606502;20.01.2014;31.12.9999
70;606503;10.10.2008;31.12.9999
70;606503;01.01.2013;31.12.9999
70;606503;14.12.2015;31.12.9999
70;606504;12.11.2015;31.12.9999
70;606505;29.12.2005;31.12.9999
70;606506;10.10.2008;31.12.9999
70;606506;01.01.2013;31.12.9999
70;606506;01.01.2014;31.12.9999
70;606506;01.05.2019;31.12.9999
70;606507;30.12.2015;31.12.9999
70;606507;16.05.2016;31.12.9999
70;606507;16.05.2018;31.12.9999
70;606508;18.03.2002;31.12.9999
70;606508;18.04.2013;31.12.9999
70;606508;01.01.2018;31.12.9999
70;606509;27.05.2015;31.12.9999
70;606510;16.04.2014;31.12.9999
70;606510;01.05.2016;31.12.9999
70;606511;18.05.2010;31.12.9999
70;606512;01.01.2016;31.12.9999
70;606513;01.01.2013;31.12.9999
70;606516;01.01.2010;31.12.9999
70;606517;10.10.2008;31.12.9999
70;606517;01.01.2013;31.12.9999
70;606517;01.12.2016;31.12.9999
70;606518;19.02.2015;31.12.9999
70;606519;16.04.2019;31.12.9999
70;606520;20.10.2008;31.12.9999
70;606520;01.11.2010;31.12.9999
70;606521;01.03.2013;31.12.9999
70;606521;26.09.2013;31.12.9999
70;606521;13.02.2014;31.12.9999
70;606521;01.01.2017;31.12.9999
70;606522;01.01.2007;31.12.9999
70;606524;05.01.2011;31.12.9999
70;606524;25.02.2014;31.12.9999
70;606526;01.01.2013;31.12.9999
70;606526;13.02.2014;31.12.9999
70;606528;01.01.2014;31.12.9999
70;606528;13.02.2014;31.12.9999
70;606528;16.01.2020;31.12.9999
70;606529;08.11.2013;31.12.9999
70;606529;13.02.2014;31.12.9999
70;606529;01.01.2017;31.12.9999
70;606530;01.01.2013;31.12.9999
70;606530;01.01.2018;31.12.9999
70;606532;01.02.2014;31.12.9999
70;606532;13.02.2014;31.12.9999
70;606533;19.02.2013;31.12.9999
70;606533;13.02.2014;31.12.9999
70;606533;01.01.2018;31.12.9999
70;606534;03.08.2015;31.12.9999
70;606534;01.01.2017;31.12.9999
70;606534;05.06.2017;31.12.9999
70;606534;02.07.2018;31.12.9999
70;606534;01.01.2019;31.12.9999
70;606536;02.03.2015;31.12.9999
70;606536;04.04.2017;31.12.9999
70;606536;18.07.2017;31.12.9999
70;606536;02.07.2018;31.12.9999
70;606536;01.05.2019;31.12.9999
70;606537;01.01.2014;31.12.9999
70;606538;02.06.2015;31.12.9999
70;606538;20.07.2015;31.12.9999
70;606538;01.01.2018;31.12.9999
70;606539;01.01.2013;31.12.9999
70;606539;01.07.2016;31.12.9999
70;606539;01.01.2018;31.12.9999
70;606540;03.03.2014;31.12.9999
70;606540;01.05.2014;31.12.9999
70;606540;16.07.2014;31.12.9999
70;606540;01.01.2018;31.12.9999
70;606541;11.06.2013;31.12.9999
70;606541;01.01.2018;31.12.9999
70;606541;29.04.2019;31.12.9999
70;606541;01.05.2020;31.12.9999
70;606543;10.10.2008;31.12.9999
70;606543;01.01.2013;31.12.9999
70;606543;01.11.2017;31.12.9999
70;606544;24.04.2013;31.12.9999
70;606545;13.10.2008;31.12.9999
70;606545;01.01.2013;31.12.9999
70;606549;10.10.2008;31.12.9999
70;606549;01.01.2013;31.12.9999
70;606551;01.10.2008;31.12.9999
70;606552;01.04.2016;31.12.9999
70;606553;01.02.2014;31.12.9999
70;606557;03.11.2014;31.12.9999
70;606561;02.02.2015;31.12.9999
70;606562;01.01.2017;31.12.9999
70;606564;17.05.2007;31.12.9999
70;606565;14.08.2013;31.12.9999
70;606566;01.01.2017;31.12.9999
70;606569;07.11.2014;31.12.9999
70;606570;12.03.2019;31.12.9999
70;606571;01.01.2013;31.12.9999
70;606573;01.02.2014;31.12.9999
70;606573;01.12.2015;31.12.9999
70;606573;01.05.2016;31.12.9999
70;606574;01.02.2014;31.12.9999
70;606575;01.02.2014;31.12.9999
70;606575;01.05.2016;31.12.9999
70;606575;23.01.2017;31.12.9999
70;606577;26.08.2015;31.12.9999
70;606577;11.04.2017;31.12.9999
70;606579;01.01.2013;31.12.9999
70;606579;01.11.2017;31.12.9999
70;606580;07.10.2013;31.12.9999
70;606581;09.01.2019;31.12.9999
70;606582;09.02.2015;31.12.9999
70;606583;24.04.1990;31.12.9999
70;606584;14.10.2014;31.12.9999
70;606585;22.04.2013;31.12.9999
70;606587;01.01.2017;31.12.9999
70;606588;29.01.2014;31.12.9999
70;606589;01.01.2013;31.12.9999
70;606589;01.08.2016;31.12.9999
70;606589;23.04.2018;31.12.9999
70;606590;19.03.2012;31.12.9999
70;606590;15.07.2014;31.12.9999
70;606590;01.10.2015;31.12.9999
70;606591;23.01.2014;31.12.9999
70;606593;23.10.2006;31.12.9999
70;606594;19.05.2005;31.12.9999
70;606595;10.10.2008;31.12.9999
70;606595;01.01.2013;31.12.9999
70;606595;01.08.2016;31.12.9999
70;606596;01.01.2007;31.12.9999
70;606597;11.06.2014;31.12.9999
70;606598;12.12.2006;31.12.9999
70;606599;07.05.2009;31.12.9999
70;606599;07.10.2013;31.12.9999
70;606600;02.05.2017;31.12.9999
70;606601;01.11.2018;31.12.9999
70;606603;15.07.2013;31.12.9999
70;606604;01.12.2013;31.12.9999
70;606605;13.05.2014;31.12.9999
70;606605;01.01.2019;31.12.9999
70;606607;01.01.2013;31.12.9999
70;606608;10.10.2008;31.12.9999
70;606608;01.01.2013;31.12.9999
70;606609;01.01.2013;31.12.9999
70;606610;02.02.2015;31.12.9999
70;606611;01.01.2013;31.12.9999
70;606612;26.05.2014;31.12.9999
70;606613;10.10.2008;31.12.9999
70;606613;01.01.2013;31.12.9999
70;606614;22.09.2014;31.12.9999
70;606614;23.10.2014;31.12.9999
70;606614;08.10.2018;31.12.9999
70;606616;10.10.2008;31.12.9999
70;606616;01.01.2013;31.12.9999
70;606617;02.02.2017;31.12.9999
70;606621;01.01.2013;31.12.9999
70;606623;09.09.2015;31.12.9999
70;606623;04.04.2016;31.12.9999
70;606623;18.07.2016;31.12.9999
70;606623;22.08.2017;31.12.9999
70;606623;01.01.2018;31.12.9999
70;606626;01.08.2016;31.12.9999
70;606626;01.04.2019;31.12.9999
70;606627;18.03.2009;31.12.9999
70;606631;17.06.2013;31.12.9999
70;606631;01.01.2015;31.12.9999
70;606635;01.02.2014;31.12.9999
70;606635;17.07.2016;31.12.9999
70;606635;18.07.2016;31.12.9999
70;606636;01.02.2014;31.12.9999
70;606636;20.05.2016;31.12.9999
70;606639;01.02.2014;31.12.9999
70;606640;16.10.2014;31.12.9999
70;606640;04.09.2015;31.12.9999
70;606640;03.10.2016;31.12.9999
70;606641;22.07.2010;31.12.9999
70;606641;01.10.2015;31.12.9999
70;606641;21.04.2016;31.12.9999
70;606641;15.05.2019;31.12.9999
70;606645;18.12.2013;31.12.9999
70;606645;01.01.2015;31.12.9999
70;606645;15.06.2015;31.12.9999
70;606645;02.09.2019;31.12.9999
70;606646;26.02.2014;31.12.9999
70;606646;01.01.2017;31.12.9999
70;606646;11.01.2019;31.12.9999
70;606647;01.06.2019;31.12.9999
70;606649;04.03.2015;31.12.9999
70;606650;27.12.2011;31.12.9999
70;606651;19.04.2012;31.12.9999
70;606651;01.01.2013;31.12.9999
70;606651;01.01.2015;31.12.9999
70;606654;19.08.2014;31.12.9999
70;606654;01.10.2015;31.12.9999
70;606654;01.06.2020;31.12.9999
70;606658;10.10.2008;31.12.9999
70;606658;01.06.2012;31.12.9999
70;606659;01.01.2019;31.12.9999
70;606660;01.01.2015;31.12.9999
70;606660;13.05.2015;31.12.9999
70;606661;01.04.2014;31.12.9999
70;606661;01.01.2015;31.12.9999
70;606661;01.01.2019;31.12.9999
70;606663;14.02.2018;31.12.9999
70;606663;03.12.2018;31.12.9999
70;606663;09.01.2019;31.12.9999
70;606667;22.07.2014;31.12.9999
70;606669;23.05.2014;31.12.9999
70;606670;10.10.2008;31.12.9999
70;606670;01.10.2018;31.12.9999
70;606672;01.02.2014;31.12.9999
70;606672;02.12.2015;31.12.9999
70;606673;17.02.2009;31.12.9999
70;606673;01.06.2011;31.12.9999
70;606673;12.01.2015;31.12.9999
70;606673;01.03.2017;31.12.9999
70;606677;10.10.2008;31.12.9999
70;606677;01.01.2013;31.12.9999
70;606677;23.03.2015;31.12.9999
70;606677;01.01.2019;31.12.9999
70;606681;02.10.2012;31.12.9999
70;606681;01.05.2014;31.12.9999
70;606681;01.04.2017;31.12.9999
70;606688;25.04.2012;31.12.9999
70;606688;01.02.2013;31.12.9999
70;606688;01.10.2014;31.12.9999
70;606689;11.10.2011;31.12.9999
70;606689;01.01.2013;31.12.9999
70;606690;23.10.2008;31.12.9999
70;606690;01.01.2013;31.12.9999
70;606690;21.08.2017;31.12.9999
70;606693;10.10.2008;31.12.9999
70;606693;01.01.2013;31.12.9999
70;606693;04.07.2019;31.12.9999
70;606694;06.05.2013;31.12.9999
70;606694;01.08.2013;31.12.9999
70;606694;22.06.2019;31.12.9999
70;606695;10.10.2008;31.12.9999
70;606695;01.01.2013;31.12.9999
70;606696;02.10.2014;31.12.9999
70;606696;01.06.2017;31.12.9999
70;606697;05.07.2012;31.12.9999
70;606697;09.09.2013;31.12.9999
70;606697;01.12.2013;31.12.9999
70;606697;01.04.2018;31.12.9999
70;606698;10.10.2008;31.12.9999
70;606698;01.01.2013;31.12.9999
70;606699;01.02.2014;31.12.9999
70;606699;04.06.2015;31.12.9999
70;606699;01.05.2016;31.12.9999
70;606700;01.02.2014;31.12.9999
70;606702;01.02.2014;31.12.9999
70;606704;01.02.2014;31.12.9999
70;606704;01.05.2016;31.12.9999
70;606707;15.03.2014;31.12.9999
70;606707;01.05.2016;31.12.9999
70;606708;01.02.2014;31.12.9999
70;606708;08.12.2020;31.12.9999
70;606709;01.02.2014;31.12.9999
70;606709;01.04.2014;31.12.9999
70;606709;18.07.2016;31.12.9999
70;606709;19.07.2016;31.12.9999
70;606709;23.01.2017;31.12.9999
70;606710;01.02.2014;31.12.9999
70;606710;01.04.2019;31.12.9999
70;606711;01.02.2014;31.12.9999
70;606711;17.04.2017;31.12.9999
70;606711;01.04.2019;31.12.9999
70;606713;01.02.2014;31.12.9999
70;606713;18.07.2016;31.12.9999
70;606713;19.07.2016;31.12.9999
70;606714;01.02.2014;31.12.9999
70;606714;07.06.2017;31.12.9999
70;606715;01.02.2014;31.12.9999
70;606715;01.01.2017;31.12.9999
70;606716;01.02.2014;31.12.9999
70;606716;01.01.2017;31.12.9999
70;606717;01.02.2014;31.12.9999
70;606717;09.01.2017;31.12.9999
70;606719;01.02.2014;31.12.9999
70;606719;01.03.2017;31.12.9999
70;606719;01.04.2019;31.12.9999
70;606722;05.03.2015;31.12.9999
70;606722;01.05.2016;31.12.9999
70;606723;16.10.2017;31.12.9999
70;606724;20.05.2014;31.12.9999
70;606724;18.02.2020;31.12.9999
70;606726;16.04.2015;31.12.9999
70;606726;10.12.2018;31.12.9999
70;606727;18.07.2014;31.12.9999
70;606727;29.07.2014;31.12.9999
70;606727;10.04.2015;31.12.9999
70;606727;23.06.2015;31.12.9999
70;606727;09.07.2015;31.12.9999
70;606727;01.05.2016;31.12.9999
70;606727;10.04.2019;31.12.9999
70;606728;10.10.2008;31.12.9999
70;606728;01.01.2013;31.12.9999
70;606729;01.08.2012;31.12.9999
70;606729;01.10.2015;31.12.9999
70;606731;12.01.2015;31.12.9999
70;606731;14.05.2018;31.12.9999
70;606732;04.08.2009;31.12.9999
70;606733;10.05.2017;31.12.9999
70;606733;01.07.2019;31.12.9999
